,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
7631,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 19 May,20h,1 stop,No info,14388.0
7632,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 07 May,25h 55m,1 stop,No info,8137.0
7633,Air India,9/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 May,23h,2 stops,No info,13591.0
7635,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 16 May,23h 20m,1 stop,In-flight meal not included,10844.0
7636,Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 13 Jun,26h 55m,1 stop,No info,10203.0
7638,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646.0
7639,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6593.0
7640,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 16 May,10h 15m,1 stop,No info,7670.0
7642,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,5608.0
7643,GoAir,21/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,5h 55m,1 stop,No info,5842.0
7644,SpiceJet,27/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4466.0
7645,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0
7646,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1 stop,No info,13555.0
7647,Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,10979.0
7648,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,15129.0
7649,Air India,21/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5674.0
7650,Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5613.0
7652,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,10067.0
7653,SpiceJet,12/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885.0
7654,Air India,9/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Jun,27h 20m,1 stop,No info,7690.0
7655,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 04 Mar,5h 5m,1 stop,No info,8258.0
7656,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408.0
7657,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844.0
7658,Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,18:50 22 Mar,26h 40m,2 stops,In-flight meal not included,8728.0
7659,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,5894.0
7660,Air India,12/03/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4435.0
7661,Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050.0
7663,Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 28 Mar,23h 40m,1 stop,No info,5957.0
7664,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 Jun,28h 5m,1 stop,No info,12692.0
7665,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,7303.0
7666,Air India,1/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 02 May,16h 5m,1 stop,No info,6117.0
7667,IndiGo,12/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6015.0
7668,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 10 Jun,20h 10m,2 stops,No info,11642.0
7670,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0
7671,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6442.0
7672,Air India,9/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 10 Jun,16h 5m,1 stop,No info,6327.0
7673,Air India,27/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15 28 Mar,22h 30m,1 stop,No info,7416.0
7674,Air India,27/05/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 28 May,24h 30m,2 stops,No info,14588.0
7675,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 13 Jun,15h 30m,1 stop,No info,7198.0
7676,Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8669.0
7677,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093.0
7680,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,7064.0
7681,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15h 45m,1 stop,No info,12732.0
7684,Air India,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,10991.0
7685,Air India,09/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 13 Mar,24h 50m,1 stop,No info,10321.0
7686,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943.0
7687,IndiGo,21/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636.0
7688,IndiGo,9/04/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4268.0
7689,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014.0
7690,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13727.0
7691,IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174.0
7692,Air India,27/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,10493.0
7693,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6794.0
7694,IndiGo,12/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 13 May,5h 15m,1 stop,No info,7228.0
7695,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,18:25,11h 25m,1 stop,No info,26890.0
7696,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7038.0
7697,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 02 Apr,25h 45m,1 stop,In-flight meal not included,7064.0
7698,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25 25 Mar,26h 15m,1 stop,In-flight meal not included,10031.0
7699,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 07 May,8h 40m,1 stop,In-flight meal not included,9663.0
7700,Air Asia,1/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 02 May,2h 50m,non-stop,No info,4483.0
7701,Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769.0
7702,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804.0
7703,Air India,15/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0
7705,SpiceJet,6/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3841.0
7706,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1 stop,1 Long layover,27992.0
7709,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812.0
7711,Air Asia,3/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,11410.0
7712,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332.0
7713,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544.0
7714,IndiGo,24/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226.0
7716,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14848.0
7717,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419.0
7718,Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:55,3h,non-stop,No info,7229.0
7719,SpiceJet,3/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5830.0
7720,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,07:40 16 Mar,17h 35m,1 stop,In-flight meal not included,10972.0
7721,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10 25 Mar,13h 15m,1 stop,No info,14231.0
7724,Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 19 May,2h 30m,non-stop,No info,4409.0
7728,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0
7729,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,19:15,12h 25m,1 stop,In-flight meal not included,14817.0
7730,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,4777.0
7731,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,15603.0
7732,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,13885.0
7736,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819.0
7737,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 28 May,7h 15m,1 stop,No info,13377.0
7738,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1 stop,No info,26890.0
7739,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419.0
7740,Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13h 25m,2 stops,No info,14960.0
7741,Air India,3/03/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,11185.0
7742,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 28 May,24h 15m,1 stop,No info,8372.0
7743,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,10262.0
7744,Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 13 Jun,20h 55m,2 stops,No info,11542.0
7745,SpiceJet,3/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649.0
7746,Jet Airways,9/03/2019,Mumbai,Hyderabad,BOM → HYD,19:40,21:10,1h 30m,non-stop,No info,5678.0
7747,SpiceJet,1/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971.0
7748,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7878.0
7749,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014.0
7750,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0
7751,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 02 Jun,14h 25m,1 stop,In-flight meal not included,10262.0
7753,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:15 22 May,21h 5m,1 stop,In-flight meal not included,10844.0
7754,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 25 Jun,18h 45m,2 stops,In-flight meal not included,10368.0
7755,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591.0
7756,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 May,6h 55m,1 stop,No info,7191.0
7757,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,9794.0
7758,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0
7759,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13626.0
7760,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,In-flight meal not included,9663.0
7761,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093.0
7762,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717.0
7763,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,No info,14781.0
7764,Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229.0
7766,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 04 Jun,13h 45m,1 stop,No info,14714.0
7767,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005.0
7768,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597.0
7769,SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4413.0
7770,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,15353.0
7772,IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297.0
7773,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144.0
7774,Air India,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 22 May,24h 30m,2 stops,No info,12257.0
7775,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 22 May,23h 10m,2 stops,No info,15129.0
7776,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,In-flight meal not included,10368.0
7777,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029.0
7778,Air India,6/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 07 Jun,23h 10m,2 stops,No info,9416.0
7780,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 22 May,18h,1 stop,No info,11467.0
7781,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 04 Jun,10h 15m,1 stop,No info,6795.0
7784,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,7927.0
7785,IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462.0
7786,GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048.0
7787,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844.0
7788,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411.0
7790,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678.0
7791,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 07 Mar,18h 30m,1 stop,No info,12373.0
7792,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,22:20,19:45 07 Mar,21h 25m,1 stop,No info,17024.0
7794,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0
7795,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804.0
7796,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769.0
7797,Air Asia,18/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384.0
7798,Air India,27/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Jun,25h 35m,1 stop,No info,6587.0
7799,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,In-flight meal not included,7832.0
7800,Air India,15/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7082.0
7801,SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,6300.0
7802,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571.0
7804,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,00:55 22 May,10h,1 stop,No info,9816.0
7805,SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965.0
7806,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 22 May,17h 45m,1 stop,No info,9187.0
7807,Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4441.0
7809,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 Jun,5h 5m,1 stop,No info,5054.0
7811,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,12121.0
7812,IndiGo,27/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,5912.0
7814,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0
7816,Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,2050.0
7817,SpiceJet,21/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,4839.0
7818,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049.0
7819,Vistara,18/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0
7820,SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,non-stop,No check-in baggage included,3841.0
7821,SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,3815.0
7822,Air India,3/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5176.0
7824,Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 10 May,25h 55m,1 stop,No info,9187.0
7825,Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,11598.0
7827,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 02 Jun,17h 20m,1 stop,In-flight meal not included,10262.0
7828,Air India,9/04/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Apr,23h,2 stops,No info,9916.0
7829,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1 stop,No info,14231.0
7830,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229.0
7831,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 28 Mar,8h 25m,1 stop,No info,6316.0
7832,Air Asia,9/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4384.0
7833,Air India,12/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 13 Jun,26h 20m,2 stops,No info,13381.0
7834,IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332.0
7835,Air India,15/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907.0
7836,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804.0
7837,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,07:40 07 Mar,24h 40m,1 stop,No info,15407.0
7838,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 28 May,18h 25m,1 stop,In-flight meal not included,12898.0
7839,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,6883.0
7840,SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.0
7841,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4284.0
7843,SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Apr,2h 20m,non-stop,No info,4174.0
7844,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 22 May,16h,1 stop,No info,14781.0
7845,Air India,21/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 22 May,16h 10m,2 stops,No info,14960.0
7846,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769.0
7849,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864.0
7850,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295.0
7853,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:45 28 Mar,24h 30m,1 stop,No info,12032.0
7854,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544.0
7855,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844.0
7856,Vistara,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,12:35,5h 55m,1 stop,No info,12476.0
7857,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,23:00 13 Mar,26h 25m,1 stop,In-flight meal not included,11087.0
7860,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,In-flight meal not included,12373.0
7861,Air India,1/04/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,11516.0
7862,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0
7865,Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4160.0
7866,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7670.0
7867,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10031.0
7868,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,In-flight meal not included,11150.0
7869,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1 stop,In-flight meal not included,9134.0
7870,SpiceJet,18/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4423.0
7872,Air India,21/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 May,27h 20m,1 stop,No info,7480.0
7873,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0
7874,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0
7875,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:25 25 Mar,27h 25m,1 stop,No info,12102.0
7876,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,In-flight meal not included,15342.0
7877,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844.0
7878,Air India,12/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 13 Jun,23h 40m,1 stop,No info,7480.0
7879,Air India,1/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40 02 Apr,9h 40m,1 stop,No info,4227.0
7880,Air India,9/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 10 Jun,23h 40m,1 stop,No info,7690.0
7881,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224.0
7883,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,In-flight meal not included,12373.0
7884,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,00:45 02 Mar,7h 50m,1 stop,No info,26890.0
7885,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 10 Jun,22h 30m,1 stop,No info,8366.0
